id,accession_number,artist,artistId,title,dateText,creditLine,year,dimensions,width,height,depth,units,inscription,thumbnailUrl
7440,A00410,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00410_8.jpg
7441,A00411,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00411_8.jpg
7442,A00412,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00412_8.jpg
7443,A00413,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00413_8.jpg
7444,A00414,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00414_8.jpg
7445,A00415,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00415_8.jpg
7446,A00416,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00416_8.jpg
7447,A00417,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00417_8.jpg
7448,A00418,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00418_8.jpg
7449,A00419,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00419_8.jpg
7450,A00420,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00420_8.jpg
7451,A00421,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00421_8.jpg
7452,A00422,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00422_8.jpg
7453,A00423,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00423_8.jpg
7454,A00424,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00424_8.jpg
7455,A00425,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00425_8.jpg
7456,A00426,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00426_8.jpg
7457,A00427,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00427_8.jpg
7458,A00428,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00428_8.jpg
7459,A00429,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00429_8.jpg
7460,A00430,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00430_8.jpg
7461,A00431,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00431_8.jpg
7462,A00432,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00432_8.jpg
7463,A00433,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00433_8.jpg
7464,A00434,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00434_8.jpg
7465,A00435,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00435_8.jpg
7466,A00436,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00436_8.jpg
7467,A00437,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00437_8.jpg
7468,A00438,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00438_8.jpg
7469,A00439,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00439_8.jpg
7470,A00440,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00440_8.jpg
7471,A00441,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00441_8.jpg
7472,A00442,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00442_8.jpg
7473,A00443,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00443_8.jpg
7474,A00444,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00444_8.jpg
7475,A00445,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00445_8.jpg
7476,A00446,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00446_8.jpg
7477,A00447,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00447_8.jpg
7478,A00448,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00448_8.jpg
7479,A00449,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00449_8.jpg
7480,A00450,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00450_8.jpg
7481,A00451,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00451_8.jpg
7482,A00452,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00452_8.jpg
7483,A00453,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00453_8.jpg
7484,A00454,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00454_8.jpg
7485,A00455,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00455_8.jpg
7486,A00456,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00456_8.jpg
7487,A00457,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00457_8.jpg
7488,A00458,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00458_8.jpg
7489,A00459,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00459_8.jpg
7490,A00460,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00460_8.jpg
7491,A00461,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00461_8.jpg
7492,A00462,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00462_8.jpg
7493,A00463,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00463_8.jpg
7494,A00464,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00464_8.jpg
7495,A00465,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00465_8.jpg
7496,A00466,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00466_8.jpg
7497,A00467,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00467_8.jpg
7498,A00468,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00468_8.jpg
7499,A00469,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00469_8.jpg
7500,A00470,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00470_8.jpg
7501,A00471,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00471_8.jpg
7502,A00472,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00472_8.jpg
7503,A00473,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00473_8.jpg
7504,A00474,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00474_8.jpg
7505,A00475,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00475_8.jpg
7506,A00476,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00476_8.jpg
7507,A00477,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00477_8.jpg
7508,A00478,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00478_8.jpg
7509,A00479,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00479_8.jpg
7510,A00480,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00480_8.jpg
7511,A00481,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00481_8.jpg
7512,A00482,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00482_8.jpg
7513,A00483,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00483_8.jpg
7514,A00484,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00484_8.jpg
7515,A00485,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00485_8.jpg
7516,A00486,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00486_8.jpg
7517,A00487,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00487_8.jpg
7518,A00488,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00488_8.jpg
7519,A00489,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00489_8.jpg
7520,A00490,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00490_8.jpg
7521,A00491,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00491_8.jpg
7522,A00492,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00492_8.jpg
7523,A00493,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00493_8.jpg
7524,A00494,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00494_8.jpg
7525,A00495,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00495_8.jpg
7526,A00496,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00496_8.jpg
7527,A00497,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00497_8.jpg
7528,A00498,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00498_8.jpg
7529,A00499,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00499_8.jpg
7530,A00500,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00500_8.jpg
7531,A00501,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00501_8.jpg
7532,A00502,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00502_8.jpg
7533,A00503,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00503_8.jpg
7534,A00504,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00504_8.jpg
7535,A00505,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00505_8.jpg
7536,A00506,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00506_8.jpg
7537,A00507,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00507_8.jpg
7538,A00508,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00508_8.jpg
7539,A00509,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00509_8.jpg
7540,A00510,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00510_8.jpg
7541,A00511,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00511_8.jpg
7542,A00512,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00512_8.jpg
7543,A00513,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00513_8.jpg
7544,A00514,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00514_8.jpg
7545,A00515,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00515_8.jpg
7546,A00516,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00516_8.jpg
7547,A00517,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00517_8.jpg
7548,A00518,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00518_8.jpg
7549,A00519,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00519_8.jpg
